solver,instance,sense,timelimit,status,objval_reported,objbound,solvertime,totaltime,filename,rel_objval_error,max_linear_violation,max_soc_violation,max_socrot_violation,max_exp_violation,max_int_violation,validator_status,validator_relobjdiff,conic_subproblem_count,conic_optimal_count,conic_infeasible_count,conic_subproblem_time
BONMIN_BB,robust_40_0.cbf,Min,3600.0,Optimal,-0.07601002792624349,NaN,5.01491904258728,11.760156869888306,BONMIN_BB.robust_40_0.txt,0.0,2.234699454373157e-7,9.961046772144488e-9,-Inf,-Inf,0.0,Optimal,2.6708420098123586e-7, , , , 
BONMIN_BB,robust_50_0.cbf,Min,3600.0,Optimal,-0.08608846251630393,NaN,11.045188903808594,17.863351106643677,BONMIN_BB.robust_50_0.txt,0.0,3.299456119432165e-7,9.922698857023349e-9,-Inf,-Inf,0.0,Optimal,3.266035467410084e-7, , , , 
BONMIN_BB,robust_50_1.cbf,Min,3600.0,Optimal,-0.08569478639355614,NaN,9.042975902557373,15.802084922790527,BONMIN_BB.robust_50_1.txt,0.0,2.2530512611140807e-7,9.886207560927396e-9,-Inf,-Inf,0.0,Optimal,2.542913462424732e-7, , , , 
BONMIN_BB,shortfall_100_0.cbf,Min,3600.0,UserLimit,-1.113931610166057,NaN,3682.7468547821045,3689.5788378715515,BONMIN_BB.shortfall_100_0.txt,1.9933414484209716e-16,2.2466000049181645e-7,9.841810144628482e-9,-Inf,-Inf,0.0,Optimal,2.2487515243502024e-7, , , , 
BONMIN_BB,shortfall_100_1.cbf,Min,3600.0,UserLimit,-1.105776465361453,NaN,3702.650372028351,3709.4209830760956,BONMIN_BB.shortfall_100_1.txt,0.0,1.380507179682411e-7,9.970340553167034e-9,-Inf,-Inf,0.0,Optimal,1.3665063371140234e-7, , , , 
BONMIN_BB,shortfall_200_0.cbf,Min,3600.0,UserLimit,-1.1262359095115655,NaN,3668.2947340011597,3675.803654909134,BONMIN_BB.shortfall_200_0.txt,3.943127777222612e-16,1.7493877102481292e-7,9.976235837427794e-9,-Inf,-Inf,0.0,Optimal,1.7841088300789315e-7, , , , 
BONMIN_BB,shortfall_200_1.cbf,Min,3600.0,UserLimit,-1.133918655833914,NaN,3674.1811809539795,3681.663237094879,BONMIN_BB.shortfall_200_1.txt,3.9164115306266616e-16,6.696274673645419e-7,9.908930898028245e-9,-Inf,-Inf,0.0,Optimal,6.459888995138587e-7, , , , 
BONMIN_BB,shortfall_20_0.cbf,Min,3600.0,Optimal,-1.0904894938051362,NaN,3.137902021408081,9.70358395576477,BONMIN_BB.shortfall_20_0.txt,0.0,2.7880893371801108e-8,9.285463065111799e-9,-Inf,-Inf,0.0,Optimal,2.958441646348817e-8, , , , 
BONMIN_BB,shortfall_30_0.cbf,Min,3600.0,Optimal,-1.080721280592027,NaN,2.2607979774475098,8.854896068572998,BONMIN_BB.shortfall_30_0.txt,2.0545963969858505e-16,4.5954288596661286e-8,6.101033456218374e-9,-Inf,-Inf,0.0,Optimal,4.501921303215937e-8, , , , 
BONMIN_BB,shortfall_40_0.cbf,Min,3600.0,Optimal,-1.0832168251074132,NaN,21.159610986709595,27.803418159484863,BONMIN_BB.shortfall_40_0.txt,2.0498629616744835e-16,1.97861630413243e-8,8.172370169479137e-9,-Inf,-Inf,0.0,Optimal,2.2726808420085686e-8, , , , 
BONMIN_BB,shortfall_50_0.cbf,Min,3600.0,UserLimit,-1.0942095240089618,NaN,3631.3004829883575,3637.930249929428,BONMIN_BB.shortfall_50_0.txt,0.0,3.755376776215513e-8,9.702081416040897e-9,-Inf,-Inf,0.0,Optimal,4.8561750307436354e-8, , , , 
BONMIN_BB,shortfall_50_1.cbf,Min,3600.0,Optimal,-1.1018229273935003,NaN,18.06894302368164,24.666714906692505,BONMIN_BB.shortfall_50_1.txt,2.0152476355733998e-16,1.627782915125664e-7,9.82192216447686e-9,-Inf,-Inf,0.0,Optimal,1.562579814216107e-7, , , , 
BONMIN_BB,sssd-strong-15-4.cbf,Min,3600.0,Optimal,327997.8963282632,NaN,565.0630748271942,571.6799440383911,BONMIN_BB.sssd-strong-15-4.txt,0.0,1.2092590973011852e-7,-Inf,3.6635399158768678e-9,-Inf,0.0,Optimal,4.017821414200777e-7, , , , 
BONMIN_BB,sssd-strong-15-8.cbf,Min,3600.0,UserLimit,623431.8402192205,NaN,3701.6755719184875,3708.3046610355377,BONMIN_BB.sssd-strong-15-8.txt,1.8673303850826597e-16,5.0648326597429326e-9,-Inf,2.3755533096192494e-9,-Inf,0.0,Optimal,8.976174031134284e-7, , , , 
BONMIN_BB,sssd-strong-20-4.cbf,Min,3600.0,Optimal,287810.44689900486,NaN,21.640725135803223,28.22713589668274,BONMIN_BB.sssd-strong-20-4.txt,2.0224304413068428e-16,1.2506495750130853e-7,-Inf,3.6796554692131167e-9,-Inf,0.0,Optimal,3.6624864752194287e-7, , , , 
BONMIN_BB,sssd-strong-20-8.cbf,Min,3600.0,UserLimit,600567.0754005078,NaN,3694.062639951706,3700.6219041347504,BONMIN_BB.sssd-strong-20-8.txt,0.0,4.999673439348427e-9,-Inf,2.3568685891817154e-9,-Inf,0.0,Optimal,1.046258864202449e-6, , , , 
BONMIN_BB,sssd-strong-25-4.cbf,Min,3600.0,Optimal,311722.5687132932,NaN,244.28110003471375,250.91461300849915,BONMIN_BB.sssd-strong-25-4.txt,0.0,1.94834012380932e-8,-Inf,3.646624779918284e-9,-Inf,0.0,Optimal,3.5216303626945103e-7, , , , 
BONMIN_BB,sssd-strong-25-8.cbf,Min,3600.0,UserLimit,500909.8660387896,NaN,3686.4083609580994,3693.066106081009,BONMIN_BB.sssd-strong-25-8.txt,1.1620386193183885e-16,1.7467598611986546e-7,-Inf,3.615935662004688e-9,-Inf,0.0,Optimal,7.663269088508864e-8, , , , 
BONMIN_BB,sssd-strong-30-4.cbf,Min,3600.0,Optimal,264127.5875930996,NaN,950.7265381813049,957.3012311458588,BONMIN_BB.sssd-strong-30-4.txt,0.0,7.352715858388592e-8,-Inf,3.6170635375754046e-9,-Inf,0.0,Optimal,3.4020629386547063e-7, , , , 
BONMIN_BB,sssd-strong-30-8.cbf,Min,3600.0,UserLimit,529037.3326320283,NaN,3680.088105916977,3686.742208003998,BONMIN_BB.sssd-strong-30-8.txt,0.0,2.421994369505853e-7,-Inf,3.6638554412604663e-9,-Inf,0.0,Optimal,3.0696826006744816e-7, , , , 
BONMIN_BB,sssd-weak-15-4.cbf,Min,3600.0,Optimal,327997.8924346095,NaN,2401.150032043457,2414.199143886566,BONMIN_BB.sssd-weak-15-4.txt,0.0,1.1584275672049671e-7,-Inf,7.922995592934967e-10,-Inf,0.0,Optimal,6.171785769383086e-7, , , , 
BONMIN_BB,sssd-weak-15-8.cbf,Min, ,KilledTime, , , , ,BONMIN_BB.sssd-weak-15-8.txt, , , , , , , , , , , , 
BONMIN_BB,sssd-weak-20-4.cbf,Min,3600.0,Optimal,287918.2796765214,NaN,1033.1340930461884,1049.6173570156097,BONMIN_BB.sssd-weak-20-4.txt,2.021672989254597e-16,1.377293985527217e-7,-Inf,6.310718614344069e-10,-Inf,0.0,Optimal,3.2245155388703805e-7, , , , 
BONMIN_BB,sssd-weak-20-8.cbf,Min, ,KilledTime, , , , ,BONMIN_BB.sssd-weak-20-8.txt, , , , , , , , , , , , 
BONMIN_BB,sssd-weak-25-4.cbf,Min,3600.0,Optimal,311721.1072810969,NaN,1134.6402719020844,1150.187012910843,BONMIN_BB.sssd-weak-25-4.txt,1.867299311912754e-16,8.744939172800059e-8,-Inf,6.819025344384499e-10,-Inf,0.0,Optimal,5.398072184537911e-7, , , , 
BONMIN_BB,sssd-weak-25-8.cbf,Min, ,KilledTime, , , , ,BONMIN_BB.sssd-weak-25-8.txt, , , , , , , , , , , , 
BONMIN_BB,sssd-weak-30-4.cbf,Min, ,KilledTime, , , , ,BONMIN_BB.sssd-weak-30-4.txt, , , , , , , , , , , , 
BONMIN_BB,sssd-weak-30-8.cbf,Min, ,KilledTime, , , , ,BONMIN_BB.sssd-weak-30-8.txt, , , , , , , , , , , , 
BONMIN_BB,stolpe07-8.1flowc.cbf,Min,3600.0,Infeasible,0.0,NaN,13.646919965744019,20.275527000427246,BONMIN_BB.stolpe07-8.1flowc.txt, , , , , , , , , , , , 
BONMIN_BB,stolpe07-8.2flowc.cbf,Min,3600.0,Infeasible,0.0,NaN,95.28265500068665,101.87853193283081,BONMIN_BB.stolpe07-8.2flowc.txt, , , , , , , , , , , , 
BONMIN_BB,stolpe07-8.3flowc.cbf,Min,3600.0,Infeasible,0.0,NaN,3.983046054840088,10.541899919509888,BONMIN_BB.stolpe07-8.3flowc.txt, , , , , , , , , , , , 
BONMIN_BB,tls2.cbf,Min,3600.0,Optimal,5.3,NaN,20.93061113357544,27.578264951705933,BONMIN_BB.tls2.txt,0.0,9.807062362199304e-8,0.0,-Inf,-Inf,0.0,Optimal,0.0, , , , 
BONMIN_BB,tls4.cbf,Min,3600.0,Error,NaN,NaN,3710.0801281929016,3716.737773180008,BONMIN_BB.tls4.txt, , , , , , , , , , , , 
BONMIN_BB,tls5.cbf,Min,3600.0,Error,NaN,NaN,3698.0326809883118,3704.7014710903168,BONMIN_BB.tls5.txt, , , , , , , , , , , , 
BONMIN_BB,uflquad-nopsc-10-100.cbf,Min,3600.0,UserLimit,762.9228021170335,NaN,3782.475912809372,3789.5106909275055,BONMIN_BB.uflquad-nopsc-10-100.txt,1.192118913275593e-15,3.3306690738754696e-16,-Inf,3.1329172589522614e-9,-Inf,0.0,Optimal,5.318462177283083e-9, , , , 
