----------------------------------------------------------------------------
	SCS v1.2.6 - Splitting Conic Solver
	(c) Brendan O'Donoghue, Stanford University, 2012-2016
----------------------------------------------------------------------------
Lin-sys: sparse-direct, nnz in A = 244
eps = 1.00e-04, alpha = 1.80, max_iters = 50000, normalize = 1, scale = 5.00
Variables n = 58, constraints m = 175
Cones:	primal zero / dual free vars: 22
	linear vars: 49
	soc vars: 12, soc blks: 2
	sd vars: 56, sd blks: 2
	exp vars: 36, dual exp vars: 0
Setup time: 2.76e-04s
----------------------------------------------------------------------------
 Iter | pri res | dua res | rel gap | pri obj | dua obj | kap/tau | time (s)
----------------------------------------------------------------------------
     0|      inf       inf      -nan      -inf      -inf       inf  5.75e-04 
  9300| 5.77e-05  4.36e-04  3.60e-05 -7.74e-02 -7.74e-02  0.00e+00  3.42e+00 
  9400| 5.75e-05  4.34e-04  3.61e-05 -7.74e-02 -7.74e-02  0.00e+00  3.45e+00 
  9500| 5.73e-05  4.31e-04  3.62e-05 -7.74e-02 -7.74e-02  0.00e+00  3.49e+00 
  9600| 5.71e-05  4.28e-04  3.63e-05 -7.75e-02 -7.74e-02  0.00e+00  3.52e+00 
  9700| 5.70e-05  4.26e-04  3.65e-05 -7.75e-02 -7.74e-02  0.00e+00  3.56e+00 
  9800| 5.68e-05  4.23e-04  3.66e-05 -7.75e-02 -7.75e-02  0.00e+00  3.60e+00 
  9900| 5.66e-05  4.20e-04  3.67e-05 -7.75e-02 -7.75e-02  0.00e+00  3.63e+00 
 10000| 5.65e-05  4.18e-04  3.68e-05 -7.75e-02 -7.75e-02  0.00e+00  3.67e+00 
 10100| 5.63e-05  4.15e-04  3.69e-05 -7.76e-02 -7.75e-02  0.00e+00  3.70e+00 
 10200| 5.61e-05  4.13e-04  3.70e-05 -7.76e-02 -7.75e-02  0.00e+00  3.74e+00 
 10300| 5.60e-05  4.11e-04  3.71e-05 -7.76e-02 -7.75e-02  0.00e+00  3.77e+00 
 10400| 5.58e-05  4.08e-04  3.72e-05 -7.76e-02 -7.76e-02  0.00e+00  3.81e+00 
 10500| 5.57e-05  4.06e-04  3.73e-05 -7.76e-02 -7.76e-02  0.00e+00  3.84e+00 
 10600| 5.55e-05  4.03e-04  3.74e-05 -7.76e-02 -7.76e-02  0.00e+00  3.88e+00 
 10700| 5.54e-05  4.01e-04  3.75e-05 -7.77e-02 -7.76e-02  0.00e+00  3.91e+00 
 10800| 5.52e-05  3.99e-04  3.76e-05 -7.77e-02 -7.76e-02  0.00e+00  3.95e+00 
 10900| 5.51e-05  3.97e-04  3.77e-05 -7.77e-02 -7.76e-02  0.00e+00  3.98e+00 
 11000| 5.49e-05  3.94e-04  3.77e-05 -7.77e-02 -7.77e-02  0.00e+00  4.02e+00 
 11100| 5.48e-05  3.92e-04  3.78e-05 -7.77e-02 -7.77e-02  0.00e+00  4.05e+00 
 11200| 5.46e-05  3.90e-04  3.79e-05 -7.77e-02 -7.77e-02  0.00e+00  4.09e+00 
 11300| 5.45e-05  3.88e-04  3.80e-05 -7.77e-02 -7.77e-02  0.00e+00  4.13e+00 
 11400| 5.43e-05  3.86e-04  3.80e-05 -7.78e-02 -7.77e-02  0.00e+00  4.16e+00 
 11500| 5.42e-05  3.84e-04  3.81e-05 -7.78e-02 -7.77e-02  0.00e+00  4.20e+00 
 11600| 5.40e-05  3.82e-04  3.82e-05 -7.78e-02 -7.78e-02  0.00e+00  4.23e+00 
 11700| 5.39e-05  3.80e-04  3.83e-05 -7.78e-02 -7.78e-02  0.00e+00  4.27e+00 
 11800| 5.38e-05  3.78e-04  3.83e-05 -7.78e-02 -7.78e-02  0.00e+00  4.30e+00 
 11900| 5.36e-05  3.76e-04  3.84e-05 -7.78e-02 -7.78e-02  0.00e+00  4.34e+00 
 12000| 5.35e-05  3.74e-04  3.85e-05 -7.79e-02 -7.78e-02  0.00e+00  4.37e+00 
 12100| 5.34e-05  3.72e-04  3.85e-05 -7.79e-02 -7.78e-02  0.00e+00  4.41e+00 
 12200| 5.32e-05  3.70e-04  3.86e-05 -7.79e-02 -7.78e-02  0.00e+00  4.44e+00 
 12300| 5.31e-05  3.68e-04  3.86e-05 -7.79e-02 -7.79e-02  0.00e+00  4.48e+00 
 12400| 5.30e-05  3.66e-04  3.87e-05 -7.79e-02 -7.79e-02  0.00e+00  4.51e+00 
 12500| 5.28e-05  3.64e-04  3.88e-05 -7.79e-02 -7.79e-02  0.00e+00  4.55e+00 
 12600| 5.27e-05  3.62e-04  3.88e-05 -7.79e-02 -7.79e-02  0.00e+00  4.58e+00 
 12700| 5.26e-05  3.61e-04  3.89e-05 -7.80e-02 -7.79e-02  0.00e+00  4.62e+00 
 12800| 5.24e-05  3.59e-04  3.89e-05 -7.80e-02 -7.79e-02  0.00e+00  4.66e+00 
 12900| 5.23e-05  3.57e-04  3.90e-05 -7.80e-02 -7.79e-02  0.00e+00  4.69e+00 
 13000| 5.22e-05  3.55e-04  3.90e-05 -7.80e-02 -7.79e-02  0.00e+00  4.73e+00 
 13100| 5.21e-05  3.53e-04  3.91e-05 -7.80e-02 -7.80e-02  0.00e+00  4.76e+00 
 13200| 5.19e-05  3.52e-04  3.91e-05 -7.80e-02 -7.80e-02  0.00e+00  4.80e+00 
 13300| 5.18e-05  3.50e-04  3.92e-05 -7.80e-02 -7.80e-02  0.00e+00  4.83e+00 
 13400| 5.17e-05  3.48e-04  3.92e-05 -7.80e-02 -7.80e-02  0.00e+00  4.87e+00 
 13500| 5.16e-05  3.47e-04  3.92e-05 -7.81e-02 -7.80e-02  0.00e+00  4.90e+00 
 13600| 5.15e-05  3.45e-04  3.93e-05 -7.81e-02 -7.80e-02  0.00e+00  4.94e+00 
 13700| 5.13e-05  3.43e-04  3.93e-05 -7.81e-02 -7.80e-02  0.00e+00  4.97e+00 
 13800| 5.12e-05  3.42e-04  3.94e-05 -7.81e-02 -7.81e-02  0.00e+00  5.01e+00 
 13900| 5.11e-05  3.40e-04  3.94e-05 -7.81e-02 -7.81e-02  0.00e+00  5.04e+00 
 14000| 5.10e-05  3.39e-04  3.94e-05 -7.81e-02 -7.81e-02  0.00e+00  5.08e+00 
 14100| 5.09e-05  3.37e-04  3.95e-05 -7.81e-02 -7.81e-02  0.00e+00  5.12e+00 
 14200| 5.08e-05  3.36e-04  3.95e-05 -7.81e-02 -7.81e-02  0.00e+00  5.15e+00 
 14300| 5.07e-05  3.34e-04  3.95e-05 -7.82e-02 -7.81e-02  0.00e+00  5.19e+00 
